st_X,st_Y,RUTA,TIPO,LONGITUD,spjoin_rif
-84.70509849,9.993584824,1,PRIMARIA,48.75,0
-84.70655641,9.993219061,1,PRIMARIA,48.75,0
-84.70734609,9.993277775,1,PRIMARIA,48.75,0
-84.71099173,9.995144214,1,PRIMARIA,48.75,0
-84.71481926,9.996647416,1,PRIMARIA,48.75,0
-84.71579141,9.997249951,1,PRIMARIA,48.75,0
-84.71652036,9.996643753,1,PRIMARIA,48.75,0
-84.71724952,9.997851356,1,PRIMARIA,48.75,0
-84.7184044,9.998392941,1,PRIMARIA,48.75,0
-84.71870793,9.998694559,1,PRIMARIA,48.75,0
-84.71964458,9.999901097,1,PRIMARIA,48.75,0
-84.72004179,10.00061604,1,PRIMARIA,48.75,0
-84.72045576,10.00348157,1,PRIMARIA,48.75,0
-84.7208672,10.00429473,1,PRIMARIA,48.75,0
-84.72125261,10.00482861,1,PRIMARIA,48.75,0
-84.72133786,10.00494644,1,PRIMARIA,48.75,0
-84.72318825,10.00751065,1,PRIMARIA,48.75,0
-84.72422028,10.00883823,1,PRIMARIA,48.75,0
-84.72752818,10.01342709,1,PRIMARIA,48.75,0
-84.74257813,10.03425649,1,PRIMARIA,48.75,0
-84.74803548,10.04136514,1,PRIMARIA,48.75,0
-84.74959574,10.04321172,1,PRIMARIA,48.75,0
-84.75121759,10.04477485,1,PRIMARIA,48.75,0
-84.75420859,10.04796566,1,PRIMARIA,48.75,0
-84.75583887,10.05088109,1,PRIMARIA,48.75,0
-84.75710264,10.05612572,1,PRIMARIA,48.75,0
-84.75768418,10.05819811,1,PRIMARIA,48.75,0
-84.76040244,10.06327725,1,PRIMARIA,48.75,0
-84.76164192,10.06430784,1,PRIMARIA,48.75,0
-84.76322769,10.06514798,1,PRIMARIA,48.75,0
-84.76592579,10.06683075,1,PRIMARIA,48.75,0
-84.77404994,10.07150135,1,PRIMARIA,48.75,0
-84.77497449,10.0727539,1,PRIMARIA,48.75,0
-84.77659917,10.07469446,1,PRIMARIA,48.75,0
-84.77962041,10.07750743,1,PRIMARIA,48.75,0
-84.78495885,10.08175364,1,PRIMARIA,48.75,0
-84.78953558,10.08550077,1,PRIMARIA,48.75,0
-84.79284099,10.08821768,1,PRIMARIA,48.75,0
-84.7957333,10.09052819,1,PRIMARIA,48.75,0
-84.79687707,10.09140199,1,PRIMARIA,48.75,0
-84.79751514,10.09231027,1,PRIMARIA,48.75,0
-84.79888609,10.09418928,1,PRIMARIA,48.75,0
-84.79906365,10.09435364,1,PRIMARIA,48.75,0
-84.80283032,10.09784566,1,PRIMARIA,48.75,0
-84.80572567,10.100722,1,PRIMARIA,48.75,0
-84.80715273,10.10134275,1,PRIMARIA,48.75,0
-84.80828911,10.10095864,1,PRIMARIA,48.75,0
-84.81090463,10.09933954,1,PRIMARIA,48.75,0
-84.81238445,10.09823002,1,PRIMARIA,48.75,0
-84.81528185,10.09616895,1,PRIMARIA,48.75,0
-84.81739503,10.09518151,1,PRIMARIA,48.75,0
-84.8206445,10.09377888,1,PRIMARIA,48.75,0
-84.82105349,10.09343039,1,PRIMARIA,48.75,0
-84.82171597,10.09314358,1,PRIMARIA,48.75,0
-84.83070664,10.08931662,1,PRIMARIA,48.75,0
-84.83632132,10.08686166,1,PRIMARIA,48.75,0
-84.84391532,10.08735126,1,PRIMARIA,48.75,0
-84.84686001,10.08789949,1,PRIMARIA,48.75,0
-84.84831538,10.08795381,1,PRIMARIA,48.75,0
-84.85078481,10.08834787,1,PRIMARIA,48.75,0
-84.85173607,10.08878244,1,PRIMARIA,48.75,0
-84.85416124,10.09222718,1,PRIMARIA,48.75,0
-84.85687397,10.09620498,1,PRIMARIA,48.75,0
-84.85811181,10.09688923,1,PRIMARIA,48.75,0
-84.86048872,10.09762988,1,PRIMARIA,48.75,0
-84.86444899,10.09870657,1,PRIMARIA,48.75,0
-84.86913945,10.10021944,1,PRIMARIA,48.75,0
-84.86964716,10.10046795,1,PRIMARIA,48.75,0
-84.8720273,10.1018867,1,PRIMARIA,48.75,0
-84.8745048,10.10336329,1,PRIMARIA,48.75,0
-84.87705576,10.1047836,1,PRIMARIA,48.75,0
-84.88414277,10.10829596,1,PRIMARIA,48.75,0
-84.89096863,10.1118966,1,PRIMARIA,48.75,0
-84.89144589,10.11228708,1,PRIMARIA,48.75,0
-84.89224251,10.1129385,1,PRIMARIA,48.75,0
-84.89246565,10.11320124,1,PRIMARIA,48.75,0
-84.89426402,10.11567848,1,PRIMARIA,48.75,0
-84.8949806,10.11691809,1,PRIMARIA,48.75,0
-84.89817552,10.12135726,1,PRIMARIA,48.75,0
-84.8985034,10.12242321,1,PRIMARIA,48.75,0
-84.8986435,10.12356723,1,PRIMARIA,48.75,0
-84.89936219,10.1251153,1,PRIMARIA,48.75,0
-84.90127041,10.12919886,1,PRIMARIA,48.75,0
-84.90549916,10.13766127,1,PRIMARIA,48.75,0
-84.90742821,10.14148056,1,PRIMARIA,48.75,0
-84.90930945,10.14557168,1,PRIMARIA,48.75,0
-84.9096102,10.14609955,1,PRIMARIA,48.75,0
-84.91050487,10.1476713,1,PRIMARIA,48.75,0
-84.91364362,10.15413501,1,PRIMARIA,48.75,0
-84.91624458,10.15934611,1,PRIMARIA,48.75,0
-84.91694867,10.16108415,1,PRIMARIA,48.75,0
-84.91818786,10.16362922,1,PRIMARIA,48.75,0
-84.91902983,10.16525906,1,PRIMARIA,48.75,0
-84.91991676,10.16694441,1,PRIMARIA,48.75,0
-84.92107667,10.1693714,1,PRIMARIA,48.75,0
-84.92134952,10.16977571,1,PRIMARIA,48.75,0
-84.92175853,10.17024723,1,PRIMARIA,48.75,0
-84.92209953,10.17071915,1,PRIMARIA,48.75,0
-84.9226451,10.1714603,1,PRIMARIA,48.75,0
-84.92319004,10.1718641,1,PRIMARIA,48.75,0
-84.92380338,10.17247045,1,PRIMARIA,48.75,0
-84.92543871,10.17368184,1,PRIMARIA,48.75,0
-84.9280963,10.17563375,1,PRIMARIA,48.75,0
-84.93095838,10.17778765,1,PRIMARIA,48.75,0
-84.93143518,10.17812437,1,PRIMARIA,48.75,0
-84.93477425,10.18068215,1,PRIMARIA,48.75,0
-84.93763656,10.18290346,1,PRIMARIA,48.75,0
-84.94042985,10.184855,1,PRIMARIA,48.75,0
-84.94104297,10.18505624,1,PRIMARIA,48.75,0
-84.94131557,10.18505572,1,PRIMARIA,48.75,0
-84.94186014,10.18498721,1,PRIMARIA,48.75,0
-84.94260878,10.18491831,1,PRIMARIA,48.75,0
-84.94294914,10.18478272,1,PRIMARIA,48.75,0
-84.94362962,10.18464648,1,PRIMARIA,48.75,0
-84.94403854,10.18478063,1,PRIMARIA,48.75,0
-84.94444721,10.18504972,1,PRIMARIA,48.75,0
-84.94492418,10.18545389,1,PRIMARIA,48.75,0
-84.94526496,10.18579057,1,PRIMARIA,48.75,0
-84.94546996,10.18626246,1,PRIMARIA,48.75,0
-84.94567483,10.18666688,1,PRIMARIA,48.75,0
-84.94574327,10.18713929,1,PRIMARIA,48.75,0
-84.94567567,10.1876117,1,PRIMARIA,48.75,0
-84.94567633,10.18794905,1,PRIMARIA,48.75,0
-84.9455407,10.18842159,1,PRIMARIA,48.75,0
-84.94554086,10.18875893,1,PRIMARIA,48.75,0
-84.94554192,10.18929894,1,PRIMARIA,48.75,0
-84.945678,10.18956856,1,PRIMARIA,48.75,0
-84.94581458,10.18983817,1,PRIMARIA,48.75,0
-84.94601905,10.19004018,1,PRIMARIA,48.75,0
-84.94629192,10.19017459,1,PRIMARIA,48.75,0
-84.94676876,10.19051102,1,PRIMARIA,48.75,0
-84.9476544,10.19091439,1,PRIMARIA,48.75,0
-84.94813097,10.19111588,1,PRIMARIA,48.75,0
-84.94840348,10.19131776,1,PRIMARIA,48.75,0
-84.94867648,10.19151963,1,PRIMARIA,48.75,0
-84.94894888,10.19192392,1,PRIMARIA,48.75,0
-84.94922202,10.19219326,1,PRIMARIA,48.75,0
-84.94976729,10.19273223,1,PRIMARIA,48.75,0
-84.95119864,10.19414629,1,PRIMARIA,48.75,0
-84.95331172,10.19603157,1,PRIMARIA,48.75,0
-84.953857,10.19657053,1,PRIMARIA,48.75,0
-84.9552201,10.19784977,1,PRIMARIA,48.75,0
-84.95678805,10.19926381,1,PRIMARIA,48.75,0
-84.95733322,10.19973503,1,PRIMARIA,48.75,0
-84.95746981,10.2000049,1,PRIMARIA,48.75,0
-84.95767457,10.20034184,1,PRIMARIA,48.75,0
-84.95808385,10.20115066,1,PRIMARIA,48.75,0
-84.95863027,10.20249923,1,PRIMARIA,48.75,0
-84.9594499,10.20438701,1,PRIMARIA,48.75,0
-84.96115666,10.20789256,1,PRIMARIA,48.75,0
-84.96177086,10.20910578,1,PRIMARIA,48.75,0
-84.96204451,10.21011754,1,PRIMARIA,48.75,0
-84.96231803,10.21106183,1,PRIMARIA,48.75,0
-84.96293265,10.21247745,1,PRIMARIA,48.75,0
-84.96327362,10.21288186,1,PRIMARIA,48.75,0
-84.96361432,10.21315106,1,PRIMARIA,48.75,0
-84.96463678,10.21389119,1,PRIMARIA,48.75,0
-84.96538649,10.21456439,1,PRIMARIA,48.75,0
-84.9667498,10.21564144,1,PRIMARIA,48.75,0
-84.96927116,10.21745834,1,PRIMARIA,48.75,0
-84.97145276,10.21920843,1,PRIMARIA,48.75,0
-84.97424673,10.22122714,1,PRIMARIA,48.75,0
-84.97513318,10.22196778,1,PRIMARIA,48.75,0
-84.9755422,10.22237177,1,PRIMARIA,48.75,0
-84.97574686,10.22264123,1,PRIMARIA,48.75,0
-84.97598828,10.22290333,1,PRIMARIA,48.75,0
-84.97615608,10.22338256,1,PRIMARIA,48.75,0
-84.97642904,10.22378709,1,PRIMARIA,48.75,0
-84.97724813,10.22533721,1,PRIMARIA,48.75,0
-84.97861317,10.22769639,1,PRIMARIA,48.75,0
-84.98038789,10.23099902,1,PRIMARIA,48.75,0
-84.98148042,10.23315633,1,PRIMARIA,48.75,0
-84.98216287,10.23416697,1,PRIMARIA,48.75,0
-84.98250388,10.23457109,1,PRIMARIA,48.75,0
-84.98270827,10.23470561,1,PRIMARIA,48.75,0
-84.98318508,10.23497478,1,PRIMARIA,48.75,0
-84.98400299,10.23544539,1,PRIMARIA,48.75,0
-84.98584293,10.23638619,1,PRIMARIA,48.75,0
-84.98870477,10.23772995,1,PRIMARIA,48.75,0
-84.98993148,10.23846985,1,PRIMARIA,48.75,0
-84.99074919,10.23907538,1,PRIMARIA,48.75,0
-84.99129476,10.23968147,1,PRIMARIA,48.75,0
-84.99415815,10.24196974,1,PRIMARIA,48.75,0
-84.99472616,10.24246108,1,PRIMARIA,48.75,0
-84.99572614,10.24345106,1,PRIMARIA,48.75,0
-84.9970894,10.24439305,1,PRIMARIA,48.75,0
-84.99775967,10.24485638,1,PRIMARIA,48.75,0
-84.99860932,10.24506268,1,PRIMARIA,48.75,0
-84.99941845,10.2451711,1,PRIMARIA,48.75,0
-85.00270507,10.24570854,1,PRIMARIA,48.75,0
-85.0070865,10.24607389,1,PRIMARIA,48.75,0
-85.0085243,10.24627487,1,PRIMARIA,48.75,0
-85.00896932,10.24627419,1,PRIMARIA,48.75,0
-85.01016774,10.24671343,1,PRIMARIA,48.75,0
-85.0114687,10.24725419,1,PRIMARIA,48.75,0
-85.01249636,10.24796555,1,PRIMARIA,48.75,0
-85.01297614,10.24888156,1,PRIMARIA,48.75,0
-85.0132164,10.25020559,1,PRIMARIA,48.75,0
-85.01311572,10.25234537,1,PRIMARIA,48.75,0
-85.01315065,10.25380586,1,PRIMARIA,48.75,0
-85.01328837,10.25479033,1,PRIMARIA,48.75,0
-85.01363148,10.25543514,1,PRIMARIA,48.75,0
-85.01465952,10.25699525,1,PRIMARIA,48.75,0
-85.01654382,10.25945408,1,PRIMARIA,48.75,0
-85.01938816,10.26345615,1,PRIMARIA,48.75,0
-85.02072474,10.26549109,1,PRIMARIA,48.75,0
-85.02188951,10.26708515,1,PRIMARIA,48.75,0
-85.02422002,10.27023925,1,PRIMARIA,48.75,0
-85.02613913,10.27332596,1,PRIMARIA,48.75,0
-85.02764733,10.27542877,1,PRIMARIA,48.75,0
-85.02843553,10.27651384,1,PRIMARIA,48.75,0
-85.02922351,10.27749716,1,PRIMARIA,48.75,0
-85.03073111,10.27909044,1,PRIMARIA,48.75,0
-85.03230683,10.28047981,1,PRIMARIA,48.75,0
-85.0339854,10.2821067,1,PRIMARIA,48.75,0
-85.03460252,10.28285262,1,PRIMARIA,48.75,0
-85.03521923,10.28387031,1,PRIMARIA,48.75,0
-85.03563145,10.28539797,1,PRIMARIA,48.75,0
-85.03563368,10.2881828,1,PRIMARIA,48.75,0
-85.03563559,10.29015261,1,PRIMARIA,48.75,0
-85.03574008,10.2924617,1,PRIMARIA,48.75,0
-85.03594759,10.29507633,1,PRIMARIA,48.75,0
-85.03656565,10.29735054,1,PRIMARIA,48.75,0
-85.03704617,10.2989798,1,PRIMARIA,48.75,0
-85.03738896,10.29965831,1,PRIMARIA,48.75,0
-85.03745822,10.3006432,1,PRIMARIA,48.75,0
-85.03739054,10.30125462,1,PRIMARIA,48.75,0
-85.03708292,10.30186656,1,PRIMARIA,48.75,0
-85.03660448,10.30295413,1,PRIMARIA,48.75,0
-85.03643426,10.30414331,1,PRIMARIA,48.75,0
-85.03694945,10.30594223,1,PRIMARIA,48.75,0
-85.03876536,10.30804432,1,PRIMARIA,48.75,0
-85.04119807,10.31048479,1,PRIMARIA,48.75,0
-85.04297984,10.31217915,1,PRIMARIA,48.75,0
-85.04322002,10.31272214,1,PRIMARIA,48.75,0
-85.04390576,10.31390941,1,PRIMARIA,48.75,0
-85.04407762,10.31455429,1,PRIMARIA,48.75,0
-85.04435199,10.3150632,1,PRIMARIA,48.75,0
-85.04558679,10.31760806,1,PRIMARIA,48.75,0
-85.04623855,10.3191349,1,PRIMARIA,48.75,0
-85.04699342,10.32100128,1,PRIMARIA,48.75,0
-85.04771325,10.32208672,1,PRIMARIA,48.75,0
-85.04815892,10.322765,1,PRIMARIA,48.75,0
-85.04935773,10.32344185,1,PRIMARIA,48.75,0
-85.05045402,10.32425467,1,PRIMARIA,48.75,0
-85.05100286,10.32551024,1,PRIMARIA,48.75,0
-85.05127852,10.32744543,1,PRIMARIA,48.75,0
-85.05182737,10.328701,1,PRIMARIA,48.75,0
-85.05278696,10.32968387,1,PRIMARIA,48.75,0
-85.05436254,10.33042786,1,PRIMARIA,48.75,0
-85.05542418,10.33062948,1,PRIMARIA,48.75,0
-85.05723926,10.33116916,1,PRIMARIA,48.75,0
-85.05827862,10.33154003,1,PRIMARIA,48.75,0
-85.05992872,10.33201746,1,PRIMARIA,48.75,0
-85.06147451,10.33251238,1,PRIMARIA,48.75,0
-85.06396006,10.33324885,1,PRIMARIA,48.75,0
-85.065459,10.33354011,1,PRIMARIA,48.75,0
-85.06679765,10.33361961,1,PRIMARIA,48.75,0
-85.0684036,10.33375219,1,PRIMARIA,48.75,0
-85.07008952,10.33422814,1,PRIMARIA,48.75,0
-85.07099984,10.33459846,1,PRIMARIA,48.75,0
-85.07190972,10.33520653,1,PRIMARIA,48.75,0
-85.07252556,10.33618448,1,PRIMARIA,48.75,0
-85.07303409,10.33740043,1,PRIMARIA,48.75,0
-85.07356902,10.33869567,1,PRIMARIA,48.75,0
-85.07407742,10.34007003,1,PRIMARIA,48.75,0
-85.07479989,10.34221089,1,PRIMARIA,48.75,0
-85.07535309,10.34397296,1,PRIMARIA,48.75,0
-85.07623321,10.34625512,1,PRIMARIA,48.75,0
-85.07894832,10.35312734,1,PRIMARIA,48.75,0
-85.08133052,10.35777924,1,PRIMARIA,48.75,0
-85.08398051,10.36243131,1,PRIMARIA,48.75,0
-85.08456948,10.36393798,1,PRIMARIA,48.75,0
-85.08475648,10.36454583,1,PRIMARIA,48.75,0
-85.08510459,10.36652805,1,PRIMARIA,48.75,0
-85.08526503,10.36824623,1,PRIMARIA,48.75,0
-85.08562688,10.37048749,1,PRIMARIA,48.75,0
-85.08571633,10.37203717,1,PRIMARIA,48.75,0
-85.08596891,10.37433158,1,PRIMARIA,48.75,0
-85.08584056,10.37526079,1,PRIMARIA,48.75,0
-85.08485664,10.37851294,1,PRIMARIA,48.75,0
-85.08391505,10.38155421,1,PRIMARIA,48.75,0
-85.08233179,10.38594663,1,PRIMARIA,48.75,0
-85.08057687,10.39152203,1,PRIMARIA,48.75,0
-85.08023461,10.39325381,1,PRIMARIA,48.75,0
-85.08027728,10.39528127,1,PRIMARIA,48.75,0
-85.08070498,10.39806914,1,PRIMARIA,48.75,0
-85.08100461,10.39958999,1,PRIMARIA,48.75,0
-85.08117555,10.40022352,1,PRIMARIA,48.75,0
-85.0822879,10.40149094,1,PRIMARIA,48.75,0
-85.0833575,10.40237819,1,PRIMARIA,48.75,0
-85.08528322,10.40385688,1,PRIMARIA,48.75,0
-85.08566817,10.40436387,1,PRIMARIA,48.75,0
-85.08622416,10.40512415,1,PRIMARIA,48.75,0
-85.08630989,10.40554657,1,PRIMARIA,48.75,0
-85.08592498,10.40651821,1,PRIMARIA,48.75,0
-85.08562507,10.40740519,1,PRIMARIA,48.75,0
-85.08541128,10.4078275,1,PRIMARIA,48.75,0
-85.0852198,10.40851262,1,PRIMARIA,48.75,0
-85.08505506,10.41024965,1,PRIMARIA,48.75,0
-85.08510989,10.41166096,1,PRIMARIA,48.75,0
-85.08565962,10.41274645,1,PRIMARIA,48.75,0
-85.0866495,10.41442947,1,PRIMARIA,48.75,0
-85.08678691,10.41515942,1,PRIMARIA,48.75,0
-85.08684662,10.41566098,1,PRIMARIA,48.75,0
-85.08704899,10.41656403,1,PRIMARIA,48.75,0
-85.08705648,10.41716017,1,PRIMARIA,48.75,0
-85.08715026,10.41799305,1,PRIMARIA,48.75,0
-85.0871502,10.4185946,1,PRIMARIA,48.75,0
-85.08729072,10.41914966,1,PRIMARIA,48.75,0
-85.08747825,10.41975131,1,PRIMARIA,48.75,0
-85.0880874,10.42058431,1,PRIMARIA,48.75,0
-85.08850965,10.4208683,1,PRIMARIA,48.75,0
-85.08897324,10.42114463,1,PRIMARIA,48.75,0
-85.08922817,10.42125872,1,PRIMARIA,48.75,0
-85.08968708,10.42147677,1,PRIMARIA,48.75,0
-85.09023506,10.42182631,1,PRIMARIA,48.75,0
-85.09050274,10.42199704,1,PRIMARIA,48.75,0
-85.09068956,10.4220978,1,PRIMARIA,48.75,0
-85.09153415,10.42290082,1,PRIMARIA,48.75,0
-85.0930576,10.42437151,1,PRIMARIA,48.75,0
-85.09354241,10.424868,1,PRIMARIA,48.75,0
-85.09360223,10.42500091,1,PRIMARIA,48.75,0
-85.09378425,10.42540501,1,PRIMARIA,48.75,0
-85.09384357,10.42553657,1,PRIMARIA,48.75,0
-85.09411163,10.42627431,1,PRIMARIA,48.75,0
-85.09441151,10.42703571,1,PRIMARIA,48.75,0
-85.09471155,10.42785865,1,PRIMARIA,48.75,0
-85.09490902,10.4281885,1,PRIMARIA,48.75,0
-85.09521256,10.42899956,1,PRIMARIA,48.75,0
-85.09547551,10.42950386,1,PRIMARIA,48.75,0
-85.09588096,10.43033275,1,PRIMARIA,48.75,0
-85.09611568,10.4306331,1,PRIMARIA,48.75,0
-85.09636134,10.43086757,1,PRIMARIA,48.75,0
-85.09663189,10.4311789,1,PRIMARIA,48.75,0
-85.09696964,10.43133461,1,PRIMARIA,48.75,0
-85.09714989,10.43142378,1,PRIMARIA,48.75,0
-85.09746545,10.43157928,1,PRIMARIA,48.75,0
-85.09769058,10.43166834,1,PRIMARIA,48.75,0
-85.09816381,10.43175734,1,PRIMARIA,48.75,0
-85.09847921,10.43184645,1,PRIMARIA,48.75,0
-85.09897469,10.43195753,1,PRIMARIA,48.75,0
-85.10052905,10.43222474,1,PRIMARIA,48.75,0
-85.10120502,10.43231379,1,PRIMARIA,48.75,0
-85.10184196,10.43232629,1,PRIMARIA,48.75,0
-85.10261139,10.43248474,1,PRIMARIA,48.75,0
-85.10318849,10.43276968,1,PRIMARIA,48.75,0
-85.10379783,10.43324453,1,PRIMARIA,48.75,0
-85.10450319,10.43400414,1,PRIMARIA,48.75,0
-85.10530493,10.43539691,1,PRIMARIA,48.75,0
-85.1062987,10.43735945,1,PRIMARIA,48.75,0
-85.10726082,10.43875209,1,PRIMARIA,48.75,0
-85.10796624,10.43973352,1,PRIMARIA,48.75,0
-85.1095791,10.44139984,1,PRIMARIA,48.75,0
-85.11037128,10.44218189,1,PRIMARIA,48.75,0
-85.11208659,10.4436666,1,PRIMARIA,48.75,0
-85.11328218,10.44462928,1,PRIMARIA,48.75,0
-85.11422566,10.44540555,1,PRIMARIA,48.75,0
-85.1150125,10.44565407,1,PRIMARIA,48.75,0
-85.11639632,10.44565418,1,PRIMARIA,48.75,0
-85.11726131,10.4456928,1,PRIMARIA,48.75,0
-85.11770806,10.44586739,1,PRIMARIA,48.75,0
-85.11977353,10.44659554,1,PRIMARIA,48.75,0
-85.122429,10.44790623,1,PRIMARIA,48.75,0
-85.1245439,10.44882854,1,PRIMARIA,48.75,0
-85.1253641,10.44910042,1,PRIMARIA,48.75,0
-85.1258231,10.44932679,1,PRIMARIA,48.75,0
-85.12635815,10.44951545,1,PRIMARIA,48.75,0
-85.12708472,10.4498553,1,PRIMARIA,48.75,0
-85.12754351,10.450195,1,PRIMARIA,48.75,0
-85.12800226,10.45072308,1,PRIMARIA,48.75,0
-85.12907298,10.45193079,1,PRIMARIA,48.75,0
-85.13071722,10.45396881,1,PRIMARIA,48.75,0
-85.13127484,10.45469715,1,PRIMARIA,48.75,0
-85.13240688,10.45620534,1,PRIMARIA,48.75,0
-85.13308611,10.45715494,1,PRIMARIA,48.75,0
-85.13438741,10.45799286,1,PRIMARIA,48.75,0
-85.13551955,10.45855135,1,PRIMARIA,48.75,0
-85.13676437,10.45899836,1,PRIMARIA,48.75,0
-85.13800964,10.45922164,1,PRIMARIA,48.75,0
-85.13919354,10.45950931,1,PRIMARIA,48.75,0
-85.14102412,10.46004064,1,PRIMARIA,48.75,0
-85.14371625,10.46081994,1,PRIMARIA,48.75,0
-85.14906464,10.46234323,1,PRIMARIA,48.75,0
-85.15319286,10.46358322,1,PRIMARIA,48.75,0
-85.15436545,10.46396909,1,PRIMARIA,48.75,0
-85.15674214,10.46463926,1,PRIMARIA,48.75,0
-85.1648924,10.4671522,1,PRIMARIA,48.75,0
-85.17440954,10.47040295,1,PRIMARIA,48.75,0
-85.17641098,10.4710324,1,PRIMARIA,48.75,0
-85.17716475,10.47131863,1,PRIMARIA,48.75,0
-85.17878949,10.47177634,1,PRIMARIA,48.75,0
-85.18241508,10.47300677,1,PRIMARIA,48.75,0
-85.18728798,10.47460921,1,PRIMARIA,48.75,0
-85.18992761,10.47546761,1,PRIMARIA,48.75,0
-85.19082716,10.47575368,1,PRIMARIA,48.75,0
-85.19340873,10.47658333,1,PRIMARIA,48.75,0
-85.19430273,10.47686698,1,PRIMARIA,48.75,0
-85.19508772,10.47712502,1,PRIMARIA,48.75,0
-85.19624676,10.47749539,1,PRIMARIA,48.75,0
-85.19884961,10.47835111,1,PRIMARIA,48.75,0
-85.20117861,10.47902648,1,PRIMARIA,48.75,0
-85.20177224,10.47920649,1,PRIMARIA,48.75,0
-85.20241139,10.47925143,1,PRIMARIA,48.75,0
-85.20332429,10.47925137,1,PRIMARIA,48.75,0
-85.20391767,10.47916123,1,PRIMARIA,48.75,0
-85.20569832,10.47907054,1,PRIMARIA,48.75,0
-85.20994442,10.47884434,1,PRIMARIA,48.75,0
-85.21072076,10.47888943,1,PRIMARIA,48.75,0
-85.21163379,10.47911442,1,PRIMARIA,48.75,0
-85.21218216,10.47951988,1,PRIMARIA,48.75,0
-85.21268439,10.47983505,1,PRIMARIA,48.75,0
-85.21387168,10.48073612,1,PRIMARIA,48.75,0
-85.21578995,10.48240294,1,PRIMARIA,48.75,0
-85.21770786,10.48375428,1,PRIMARIA,48.75,0
-85.21985454,10.48573647,1,PRIMARIA,48.75,0
-85.22085957,10.48726817,1,PRIMARIA,48.75,0
-85.22172779,10.48857463,1,PRIMARIA,48.75,0
-85.22296133,10.49028677,1,PRIMARIA,48.75,0
-85.22428608,10.49231414,1,PRIMARIA,48.75,0
-85.22529128,10.49389089,1,PRIMARIA,48.75,0
-85.22593078,10.49492703,1,PRIMARIA,48.75,0
-85.22802725,10.49852881,1,PRIMARIA,48.75,0
-85.22832689,10.49924286,1,PRIMARIA,48.75,0
-85.2302164,10.5022415,1,PRIMARIA,48.75,0
-85.23217464,10.50527394,1,PRIMARIA,48.75,0
-85.23358349,10.5075655,1,PRIMARIA,48.75,0
-85.23439008,10.50845137,1,PRIMARIA,48.75,0
-85.23521458,10.50995061,1,PRIMARIA,48.75,0
-85.23648607,10.51199507,1,PRIMARIA,48.75,0
-85.23847814,10.51482308,1,PRIMARIA,48.75,0
-85.24033188,10.51673067,1,PRIMARIA,48.75,0
-85.24211486,10.51771791,1,PRIMARIA,48.75,0
-85.24478907,10.51884077,1,PRIMARIA,48.75,0
-85.2468452,10.51921405,1,PRIMARIA,48.75,0
-85.24814783,10.51945158,1,PRIMARIA,48.75,0
-85.24983389,10.51971229,1,PRIMARIA,48.75,0
-85.25190633,10.52014217,1,PRIMARIA,48.75,0
-85.25461705,10.5206239,1,PRIMARIA,48.75,0
-85.25487306,10.52071437,1,PRIMARIA,48.75,0
-85.25563489,10.52093238,1,PRIMARIA,48.75,0
-85.25639419,10.52114959,1,PRIMARIA,48.75,0
-85.25829442,10.52201415,1,PRIMARIA,48.75,0
-85.25949887,10.52264782,1,PRIMARIA,48.75,0
-85.26056855,10.52358927,1,PRIMARIA,48.75,0
-85.26195329,10.52531026,1,PRIMARIA,48.75,0
-85.26303066,10.52713631,1,PRIMARIA,48.75,0
-85.26372902,10.52872841,1,PRIMARIA,48.75,0
-85.26486975,10.52997539,1,PRIMARIA,48.75,0
-85.26597508,10.53101846,1,PRIMARIA,48.75,0
-85.2675572,10.5317503,1,PRIMARIA,48.75,0
-85.26968471,10.53216992,1,PRIMARIA,48.75,0
-85.2730758,10.53206575,1,PRIMARIA,48.75,0
-85.27683832,10.5313446,1,PRIMARIA,48.75,0
-85.28121062,10.52976637,1,PRIMARIA,48.75,0
-85.28323023,10.52954041,1,PRIMARIA,48.75,0
-85.28460495,10.53007012,1,PRIMARIA,48.75,0
-85.28595158,10.5313148,1,PRIMARIA,48.75,0
-85.28706035,10.53280037,1,PRIMARIA,48.75,0
-85.28782346,10.53391535,1,PRIMARIA,48.75,0
-85.28900168,10.53550218,1,PRIMARIA,48.75,0
-85.28979523,10.53617421,1,PRIMARIA,48.75,0
-85.29072343,10.53650444,1,PRIMARIA,48.75,0
-85.29253972,10.53658696,1,PRIMARIA,48.75,0
-85.29394398,10.53653793,1,PRIMARIA,48.75,0
-85.29483645,10.53673252,1,PRIMARIA,48.75,0
-85.29730962,10.53748852,1,PRIMARIA,48.75,0
-85.30016339,10.53864896,1,PRIMARIA,48.75,0
-85.30208722,10.53924061,1,PRIMARIA,48.75,0
-85.30243077,10.53940716,1,PRIMARIA,48.75,0
-85.30287702,10.53950431,1,PRIMARIA,48.75,0
-85.30500595,10.54002596,1,PRIMARIA,48.75,0
-85.30774886,10.54023457,1,PRIMARIA,48.75,0
-85.31073159,10.54050853,1,PRIMARIA,48.75,0
-85.31556442,10.54069419,1,PRIMARIA,48.75,0
-85.31813521,10.54087058,1,PRIMARIA,48.75,0
-85.31991548,10.54071529,1,PRIMARIA,48.75,0
-85.32227527,10.54021303,1,PRIMARIA,48.75,0
-85.32459994,10.5396094,1,PRIMARIA,48.75,0
-85.32726606,10.53883169,1,PRIMARIA,48.75,0
-85.32993404,10.53832625,1,PRIMARIA,48.75,0
