"","Date","Month","Day","Hour","Total_hourly_Price_x_load","Year","total_load","Weighted_Avg_Price"
"1",2024-01-01 00:00:00,1,1,1,946623.554330673,2024,22736.644808,41.6342676030018
"2",2024-01-01 01:00:00,1,1,2,908398.952881504,2024,21575.644808,42.1029805118353
"3",2024-01-01 02:00:00,1,1,3,884631.960714664,2024,21021.644808,42.0819573727175
"4",2024-01-01 03:00:00,1,1,4,884982.837686984,2024,21013.644808,42.1146757629627
"5",2024-01-01 04:00:00,1,1,5,907551.419441527,2024,21834.644807,41.5647438950129
"6",2024-01-01 05:00:00,1,1,6,1009683.58783776,2024,24276.644808,41.590738581183
"7",2024-01-01 06:00:00,1,1,7,1267282.23869714,2024,29317.928963,43.2255034213529
"8",2024-01-01 07:00:00,1,1,8,1668327.88748396,2024,32863.928964,50.7647119524718
"9",2024-01-01 08:00:00,1,1,9,1534495.22184462,2024,34828.928964,44.0580651627477
"10",2024-01-01 09:00:00,1,1,10,1484361.94664247,2024,35793.928964,41.4696567156787
"11",2024-01-01 10:00:00,1,1,11,1518571.73584081,2024,36622.928964,41.4650542378398
"12",2024-01-01 11:00:00,1,1,12,1508239.27055289,2024,36388.928963,41.4477511027176
"13",2024-01-01 12:00:00,1,1,13,1489534.08343966,2024,35891.928964,41.5005302427096
"14",2024-01-01 13:00:00,1,1,14,1463657.66541687,2024,35301.928963,41.4611243184738
"15",2024-01-01 14:00:00,1,1,15,1441219.19225987,2024,34774.928964,41.4442023376054
"16",2024-01-01 15:00:00,1,1,16,1500611.44785285,2024,34762.928964,43.1670026828539
"17",2024-01-01 16:00:00,1,1,17,1815318.18681371,2024,36628.928964,49.559685149349
"18",2024-01-01 17:00:00,1,1,18,2711996.37727444,2024,40332.928964,67.2402537315126
"19",2024-01-01 18:00:00,1,1,19,3062075.22375512,2024,40690.928964,75.2520353237498
"20",2024-01-01 19:00:00,1,1,20,2273360.26171864,2024,39728.928964,57.2217857616707
"21",2024-01-01 20:00:00,1,1,21,2060214.36409646,2024,38028.928964,54.1749247276136
"22",2024-01-01 21:00:00,1,1,22,1584058.43341369,2024,34206.644804,46.3085006579909
"23",2024-01-01 22:00:00,1,1,23,1379813.57550932,2024,30488.644803,45.2566384772061
"24",2024-01-01 23:00:00,1,1,24,1147287.08131216,2024,26553.644808,43.2063880347795
"25",2024-01-02 00:00:00,1,2,1,1076330.89074582,2024,24579.644808,43.7895217426209
"26",2024-01-02 01:00:00,1,2,2,1003762.44258514,2024,22928.644808,43.7776611304526
"27",2024-01-02 02:00:00,1,2,3,976614.160539376,2024,22296.644808,43.8009471357308
"28",2024-01-02 03:00:00,1,2,4,970592.816430776,2024,22151.644808,43.8158351148827
"29",2024-01-02 04:00:00,1,2,5,1007950.4315833,2024,22990.644808,43.8417643350552
"30",2024-01-02 05:00:00,1,2,6,1113010.5477219,2024,25385.644808,43.8440920504467
"31",2024-01-02 06:00:00,1,2,7,1411770.76406896,2024,30826.928964,45.7966723093837
"32",2024-01-02 07:00:00,1,2,8,1832532.86817101,2024,33901.928964,54.0539410048599
"33",2024-01-02 08:00:00,1,2,9,1597465.10095822,2024,35647.928964,44.8122835571027
"34",2024-01-02 09:00:00,1,2,10,1643667.12978705,2024,36687.928964,44.8013059390704
"35",2024-01-02 10:00:00,1,2,11,1667504.74256911,2024,37148.928964,44.8870206779055
"36",2024-01-02 11:00:00,1,2,12,1657303.73083449,2024,36807.928964,45.0257261813187
"37",2024-01-02 12:00:00,1,2,13,1573654.81530195,2024,36288.928964,43.3645979704466
"38",2024-01-02 13:00:00,1,2,14,1581459.81513531,2024,36056.928963,43.8600807283985
"39",2024-01-02 14:00:00,1,2,15,1537242.1291449,2024,35414.928964,43.4066133722178
"40",2024-01-02 15:00:00,1,2,16,1535131.74254873,2024,34972.928964,43.8948577663868
"41",2024-01-02 16:00:00,1,2,17,1925847.12700134,2024,36258.928964,53.1137345207696
"42",2024-01-02 17:00:00,1,2,18,2669428.55694045,2024,40668.928964,65.6380343653363
"43",2024-01-02 18:00:00,1,2,19,3175744.9679047,2024,41378.928964,76.7478774201145
"44",2024-01-02 19:00:00,1,2,20,2628781.31681352,2024,40594.928964,64.7563965229437
"45",2024-01-02 20:00:00,1,2,21,2234698.99339908,2024,39019.928964,57.270708910332
"46",2024-01-02 21:00:00,1,2,22,1697858.76318216,2024,35221.644804,48.2049822667379
"47",2024-01-02 22:00:00,1,2,23,1408460.05376638,2024,30984.644804,45.4567113057419
"48",2024-01-02 23:00:00,1,2,24,1194888.19592334,2024,27293.644808,43.7789897365816
"49",2024-01-03 00:00:00,1,3,1,1059508.21929456,2024,24978.644807,42.4165613259229
"50",2024-01-03 01:00:00,1,3,2,988648.049279919,2024,23437.644808,42.1820561485113
"51",2024-01-03 02:00:00,1,3,3,963137.471560192,2024,22818.644807,42.2083554788816
"52",2024-01-03 03:00:00,1,3,4,958522.500355003,2024,22725.644808,42.1780111610993
"53",2024-01-03 04:00:00,1,3,5,993594.785447646,2024,23549.644807,42.1914977313078
"54",2024-01-03 05:00:00,1,3,6,1114430.93455525,2024,26137.644808,42.6370066140833
"55",2024-01-03 06:00:00,1,3,7,1481562.18835444,2024,31299.928964,47.3343626453108
"56",2024-01-03 07:00:00,1,3,8,2080186.74909931,2024,34096.928964,61.0080383278976
"57",2024-01-03 08:00:00,1,3,9,1572270.53224811,2024,35404.928964,44.408238577369
"58",2024-01-03 09:00:00,1,3,10,1494745.47611052,2024,35893.928963,41.643406539622
"59",2024-01-03 10:00:00,1,3,11,1295799.27957244,2024,35982.928964,36.0115009222527
"60",2024-01-03 11:00:00,1,3,12,1261140.79641508,2024,35573.928964,35.4512653828968
"61",2024-01-03 12:00:00,1,3,13,1262272.15234338,2024,35119.928964,35.9417626851491
"62",2024-01-03 13:00:00,1,3,14,1250597.43901463,2024,34850.928964,35.8841923641823
"63",2024-01-03 14:00:00,1,3,15,1211733.7290662,2024,34195.928964,35.4350288404758
"64",2024-01-03 15:00:00,1,3,16,1387310.78688243,2024,33931.928964,40.8851140869208
"65",2024-01-03 16:00:00,1,3,17,1698927.81042866,2024,35490.928964,47.8693531001107
"66",2024-01-03 17:00:00,1,3,18,2420883.05389434,2024,39947.928963,60.60096522492
"67",2024-01-03 18:00:00,1,3,19,4100029.82624956,2024,40615.928963,100.946351122107
"68",2024-01-03 19:00:00,1,3,20,2330159.29350277,2024,39644.928963,58.7757212448904
"69",2024-01-03 20:00:00,1,3,21,2255463.4745959,2024,38379.928964,58.7667443759862
"70",2024-01-03 21:00:00,1,3,22,1756502.75724714,2024,34737.644803,50.5648200161068
"71",2024-01-03 22:00:00,1,3,23,1578647.35121848,2024,30617.644804,51.5600517715929
"72",2024-01-03 23:00:00,1,3,24,1239329.78987582,2024,27384.644808,45.2563762855076
"73",2024-01-04 00:00:00,1,4,1,1069511.09990991,2024,24504.644808,43.6452398428868
"74",2024-01-04 01:00:00,1,4,2,999040.799213791,2024,23273.644808,42.925841975142
"75",2024-01-04 02:00:00,1,4,3,971615.052042771,2024,22635.644808,42.9241163785791
"76",2024-01-04 03:00:00,1,4,4,972719.772633552,2024,22658.644808,42.9293005330185
"77",2024-01-04 04:00:00,1,4,5,1005256.47022285,2024,23416.644808,42.9291420041277
"78",2024-01-04 05:00:00,1,4,6,1151980.51892205,2024,26167.644808,44.0230875714831
"79",2024-01-04 06:00:00,1,4,7,1504292.09484966,2024,31468.928964,47.8024560851927
"80",2024-01-04 07:00:00,1,4,8,3394123.53878742,2024,34064.928963,99.6368887918123
"81",2024-01-04 08:00:00,1,4,9,1603564.82605551,2024,35551.928963,45.1048613346518
"82",2024-01-04 09:00:00,1,4,10,1526567.67335279,2024,36200.928964,42.1692955689311
