"","Date","Month","Day","Hour","Total_hourly_Price_x_load","Year","total_load","Weighted_Avg_Price"
"1",2024-01-01 00:00:00,1,1,1,947800.027768651,2024,22736.644808,41.686011096728
"2",2024-01-01 01:00:00,1,1,2,908398.952881504,2024,21575.644808,42.1029805118353
"3",2024-01-01 02:00:00,1,1,3,874370.685075441,2024,21021.644808,41.5938283165497
"4",2024-01-01 03:00:00,1,1,4,884982.837686984,2024,21013.644808,42.1146757629627
"5",2024-01-01 04:00:00,1,1,5,916969.784546045,2024,21834.644807,41.9960934858932
"6",2024-01-01 05:00:00,1,1,6,1024000.97521496,2024,24276.644808,42.180498306649
"7",2024-01-01 06:00:00,1,1,7,1267282.23869714,2024,29317.928963,43.2255034213529
"8",2024-01-01 07:00:00,1,1,8,1667370.72025554,2024,32863.928964,50.7355867912818
"9",2024-01-01 08:00:00,1,1,9,1551558.6810771,2024,34828.928964,44.5479871827477
"10",2024-01-01 09:00:00,1,1,10,1484361.94664247,2024,35793.928964,41.4696567156787
"11",2024-01-01 10:00:00,1,1,11,1544311.01316106,2024,36622.928964,42.1678728831082
"12",2024-01-01 11:00:00,1,1,12,1532455.12053662,2024,36388.928963,42.1132241098608
"13",2024-01-01 12:00:00,1,1,13,1489534.08343966,2024,35891.928964,41.5005302427096
"14",2024-01-01 13:00:00,1,1,14,1464316.76902252,2024,35301.928963,41.4797947884738
"15",2024-01-01 14:00:00,1,1,15,1443166.98471604,2024,34774.928964,41.5002137376054
"16",2024-01-01 15:00:00,1,1,16,1500611.44785285,2024,34762.928964,43.1670026828539
"17",2024-01-01 16:00:00,1,1,17,1781214.30423463,2024,36628.928964,48.6286210002279
"18",2024-01-01 17:00:00,1,1,18,2598822.20328967,2024,40332.928964,64.4342543436233
"19",2024-01-01 18:00:00,1,1,19,3066260.55334298,2024,40690.928964,75.3548918987758
"20",2024-01-01 19:00:00,1,1,20,2227509.79608465,2024,39728.928964,56.0677031616707
"21",2024-01-01 20:00:00,1,1,21,1903431.31408351,2024,38028.928964,50.0521935783517
"22",2024-01-01 21:00:00,1,1,22,1648458.2425485,2024,34206.644804,48.1911702242055
"23",2024-01-01 22:00:00,1,1,23,1411105.48795801,2024,30488.644803,46.282984930152
"24",2024-01-01 23:00:00,1,1,24,1180956.49180507,2024,26553.644808,44.4743650200997
"25",2024-01-02 00:00:00,1,2,1,1042095.24963084,2024,24579.644808,42.3966765089978
"26",2024-01-02 01:00:00,1,2,2,985160.791885696,2024,22928.644808,42.9663767804526
"27",2024-01-02 02:00:00,1,2,3,942220.823377783,2024,22296.644808,42.2584129357308
"28",2024-01-02 03:00:00,1,2,4,936423.146728183,2024,22151.644808,42.2733009148827
"29",2024-01-02 04:00:00,1,2,5,989298.481254156,2024,22990.644808,43.0304799850552
"30",2024-01-02 05:00:00,1,2,6,1092415.57137451,2024,25385.644808,43.0328077004467
"31",2024-01-02 06:00:00,1,2,7,1404502.61138542,2024,30826.928964,45.5608994663599
"32",2024-01-02 07:00:00,1,2,8,1897556.01111009,2024,33901.928964,55.9719186812373
"33",2024-01-02 08:00:00,1,2,9,1609826.68272808,2024,35647.928964,45.159052138872
"34",2024-01-02 09:00:00,1,2,10,1619185.60576429,2024,36687.928964,44.1340149604279
"35",2024-01-02 10:00:00,1,2,11,1665881.78392188,2024,37148.928964,44.843332779156
"36",2024-01-02 11:00:00,1,2,12,1646201.92703504,2024,36807.928964,44.7241117163942
"37",2024-01-02 12:00:00,1,2,13,1553907.0943146,2024,36288.928964,42.8204176501361
"38",2024-01-02 13:00:00,1,2,14,1544300.46138942,2024,36056.928963,42.8295061671535
"39",2024-01-02 14:00:00,1,2,15,1515828.48317644,2024,35414.928964,42.8019631132766
"40",2024-01-02 15:00:00,1,2,16,1566071.96988242,2024,34972.928964,44.7795485329376
"41",2024-01-02 16:00:00,1,2,17,1934743.06728416,2024,36258.928964,53.3590793375361
"42",2024-01-02 17:00:00,1,2,18,2525930.61086947,2024,40668.928964,62.1095926353363
"43",2024-01-02 18:00:00,1,2,19,2818410.2486935,2024,41378.928964,68.1122087801145
"44",2024-01-02 19:00:00,1,2,20,2502659.60523591,2024,40594.928964,61.6495623740418
"45",2024-01-02 20:00:00,1,2,21,2160263.58167782,2024,39019.928964,55.3630834046594
"46",2024-01-02 21:00:00,1,2,22,1598215.70508178,2024,35221.644804,45.3759531667379
"47",2024-01-02 22:00:00,1,2,23,1408460.05376638,2024,30984.644804,45.4567113057419
"48",2024-01-02 23:00:00,1,2,24,1217297.87034901,2024,27293.644808,44.6000480665816
"49",2024-01-03 00:00:00,1,3,1,1054895.71295158,2024,24978.644807,42.2319033359229
"50",2024-01-03 01:00:00,1,3,2,985992.114354769,2024,23437.644808,42.0687369585113
"51",2024-01-03 02:00:00,1,3,3,959642.943744632,2024,22818.644807,42.0552119488816
"52",2024-01-03 03:00:00,1,3,4,944184.981388207,2024,22725.644808,41.5471151364572
"53",2024-01-03 04:00:00,1,3,5,978564.888238137,2024,23549.644807,41.553275909591
"54",2024-01-03 05:00:00,1,3,6,1123873.38823067,2024,26137.644808,42.9982653940833
"55",2024-01-03 06:00:00,1,3,7,1542550.10400979,2024,31299.928964,49.2828627753108
"56",2024-01-03 07:00:00,1,3,8,2192695.81993377,2024,34096.928964,64.3077217378976
"57",2024-01-03 08:00:00,1,3,9,1603291.94334331,2024,35404.928964,45.2844276279595
"58",2024-01-03 09:00:00,1,3,10,1394586.90424814,2024,35893.928963,38.8530022914377
"59",2024-01-03 10:00:00,1,3,11,1458143.92078564,2024,35982.928964,40.5232137229426
"60",2024-01-03 11:00:00,1,3,12,1261140.79641508,2024,35573.928964,35.4512653828968
"61",2024-01-03 12:00:00,1,3,13,1405672.06539581,2024,35119.928964,40.0249119762374
"62",2024-01-03 13:00:00,1,3,14,1393242.86898851,2024,34850.928964,39.9772089411933
"63",2024-01-03 14:00:00,1,3,15,1424089.58556186,2024,34195.928964,41.6450036219539
"64",2024-01-03 15:00:00,1,3,16,1431301.4292978,2024,33931.928964,42.1815520955596
"65",2024-01-03 16:00:00,1,3,17,1991959.49671808,2024,35490.928964,56.1258765229451
"66",2024-01-03 17:00:00,1,3,18,2340512.57533937,2024,39947.928963,58.5890842428194
"67",2024-01-03 18:00:00,1,3,19,4055566.90180893,2024,40615.928963,99.8516346998597
"68",2024-01-03 19:00:00,1,3,20,2365560.18177893,2024,39644.928963,59.668669957428
"69",2024-01-03 20:00:00,1,3,21,2301932.29453098,2024,38379.928964,59.9775027382194
"70",2024-01-03 21:00:00,1,3,22,1949991.08175408,2024,34737.644803,56.1348097377538
"71",2024-01-03 22:00:00,1,3,23,1697795.71891405,2024,30617.644804,55.4515453354612
"72",2024-01-03 23:00:00,1,3,24,1252495.95335648,2024,27384.644808,45.7371626376026
"73",2024-01-04 00:00:00,1,4,1,1069124.66790119,2024,24504.644808,43.6294700975285
"74",2024-01-04 01:00:00,1,4,2,969261.087665032,2024,23273.644808,41.6462954410932
"75",2024-01-04 02:00:00,1,4,3,925336.138893602,2024,22635.644808,40.8796014755703
"76",2024-01-04 03:00:00,1,4,4,927104.065181037,2024,22658.644808,40.9161303792409
